Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
3,7.0,NAUGHTY BABY (N346),M Chadwick,A S Cruz,121.0,1109,12,1-3/4,10 7 3,1:11.10,5.5,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,EXPEDITE (N111),K C Leung,P O'Sullivan,129.0,1079,2,2-1/2,9 10 4,1:11.19,15.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,KING DERBY (P225),Z Purton,C S Shum,133.0,1055,7,2-3/4,2 3 5,1:11.26,4.1,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.0,SAMADHI (N200),H W Lai,K L Man,121.0,1094,8,3,1 1 6,1:11.28,7.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,NOVEL START (M255),M L Yeung,T K Ng,112.0,1087,1,3,7 8 7,1:11.29,10.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.0,OCEAN ROAR (N317),O Doleuze,R Gibson,122.0,1172,11,3-1/4,3 2 8,1:11.32,6.3,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,EXPECTATOR (N284),K C Ng,L Ho,118.0,1047,9,3-1/2,11 11 9,1:11.36,99.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5.0,YEUNG SING (P001),T H So,A Lee,122.0,1048,5,3-3/4,12 12 10,1:11.39,73.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,FRESH AIR (CL206),D Whyte,Y S Tsui,120.0,1118,10,3-3/4,6 6 11,1:11.40,7.8,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4.0,TIME WINNER (P013),C Y Ho,W Y So,122.0,1184,3,4,8 9 12,1:11.44,94.0,2013/11/20,HV,3,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",23.89,47.61,1:10.80,,,,23.89,23.72,23.19,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.0,RIYADH (N275),O Doleuze,C W Chang,127.0,1103,3,-,9 9 8 1,1:41.01,2.7,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,ZACHARY (N146),Z Purton,K W Lui,120.0,1144,7,1-1/2,8 8 9 2,1:41.25,6.6,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,SAFARI MAGIC (N166),T Angland,Y S Tsui,127.0,1110,6,1-1/2,3 3 3 3,1:41.27,14.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,WINNING MASCOT (CL342),U Rispoli,C H Yip,129.0,1042,10,1-3/4,11 11 12 4,1:41.28,27.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,GOOD THINKER (M127),C Y Lui,P F Yiu,112.0,1039,4,1-3/4,5 5 6 5,1:41.29,38.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.0,BEAUTY KING (N028),G Mosse,L Ho,120.0,1049,11,3-1/4,1 1 1 6,1:41.54,30.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.0,KING HARADASUN (N396),K Teetan,J Size,125.0,1150,8,4,6 6 5 7,1:41.64,11.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,COOL BEAN (N076),D Whyte,D Cruz,132.0,1037,2,4,7 7 7 8,1:41.67,6.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5.0,HURRY HURRY UP (N218),C K Tong,C Fownes,124.0,1079,5,4-3/4,2 2 2 9,1:41.76,97.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.0,EURO SWIFTLY (CK091),B Prebble,K L Man,125.0,1130,12,5-1/2,12 10 10 10,1:41.89,36.0,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.0,WIN IT (P032),M L Yeung,W Y So,115.0,976,9,5-3/4,10 12 11 11,1:41.92,8.9,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.0,BOLERO (CJ137),W M Lai,T K Ng,114.0,1212,1,8-1/2,4 4 4 12,1:42.38,7.8,2013/11/20,HV,4,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",27.86,51.80,1:17.47,1:41.01,,,27.86,23.94,25.67,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.0,LITTLE RAINFOREST (N101),M Chadwick,C S Shum,117.0,995,11,-,12 4 1 1,1:41.58,58.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.0,FULL OF FUN (P199),M L Yeung,K W Lui,113.0,1151,7,N,2 2 4 2,1:41.64,20.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,SPEEDYGONZALEZ (N412),O Doleuze,C Fownes,128.0,1103,3,1/2,6 8 8 3,1:41.66,5.3,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,HOLY MAC (N189),N Callan,D E Ferraris,132.0,1071,5,1/2,5 5 5 4,1:41.66,10.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,GOLDEN ADDICTION (P234),K Teetan,J Size,131.0,1029,1,1-1/4,4 6 6 5,1:41.76,2.9,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,JACK'S GEM (N331),T Angland,C H Yip,126.0,1099,2,1-1/4,3 3 3 6,1:41.78,4.9,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,RISING POWER (N294),K C Leung,C W Chang,115.0,1065,6,2,8 10 10 7,1:41.91,9.6,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.0,TWIN TURBO (M250),D Whyte,Y S Tsui,129.0,1164,12,3-1/4,11 12 11 8,1:42.09,16.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11.0,ROYAL KNIGHT (CL094),W C Marwing,S Woods,118.0,1083,4,4,9 9 9 9,1:42.20,27.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5.0,EL GRANDE (CL378),C Y Ho,D J Hall,126.0,1084,9,4-1/4,7 7 7 10,1:42.25,99.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.0,ALL THE WINNERS (CL019),T H So,L Ho,118.0,1149,8,4-3/4,1 1 2 11,1:42.35,25.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,UWILLBEGLORIOUS (N212),U Rispoli,A T Millard,133.0,1208,10,5,10 11 12 12,1:42.36,14.0,2013/11/20,HV,5,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.03,53.62,1:17.98,1:41.58,,,28.03,25.59,24.36,23.60,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,REGENCY CHAMPION (N078),M Chadwick,A S Cruz,121.0,1165,2,-,1 1 1,1:09.58,3.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,CHOICE TREASURE (N436),Z Purton,C H Yip,133.0,1120,10,1,8 7 2,1:09.74,12.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.0,LONDON WALK (P410),W M Lai,P F Yiu,120.0,1086,1,1-1/4,3 3 3,1:09.77,8.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.0,HAPPY CHAMPION (N027),H W Lai,K L Man,114.0,1118,12,2,10 11 4,1:09.90,16.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,HIGHEST ACCLAIM (N345),C Y Lui,C Fownes,122.0,1175,4,2,4 4 5,1:09.90,5.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
