Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
5,7.0,FLYING MOJITO (G412),L Ferraris,D J Hall,121.0,1098,12,3-1/2,14 14 13 5,1:23.08,27.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
6,6.0,KAHOLO ANGEL (H216),C Y Ho,C Fownes,124.0,1108,14,3-3/4,6 7 5 6,1:23.14,7.9,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
7,9.0,MIDORI BURLY (J083),Z Purton,P F Yiu,121.0,1159,2,6,10 9 11 7,1:23.48,5.8,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
8,13.0,RAGNARR (H297),L Hewitson,T P Yung,119.0,1073,10,7-3/4,1 1 1 8,1:23.77,89.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
9,1.0,CHIU CHOW SPIRIT (H175),A Badel,K L Man,135.0,1214,5,8,8 6 8 9,1:23.82,9.6,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
10,2.0,I AM THE BOSS (H446),C L Chau,K W Lui,130.0,1154,8,8-3/4,7 8 12 10,1:23.95,34.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
11,5.0,VIVA GRACIOUSNESS (J079),K Teetan,A S Cruz,129.0,1082,4,9-1/4,3 3 4 11,1:24.02,53.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
12,10.0,SUGAR BALL (H394),M Chadwick,W K Mo,121.0,1185,11,10-1/4,4 2 3 12,1:24.16,175.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
13,8.0,MAJESTIC SPEED (J018),M F Poon,C S Shum,119.0,1150,7,11,9 10 10 13,1:24.31,214.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
14,12.0,SAVVY CHIC (G261),K De Melo,F C Lor,120.0,1163,9,14-1/4,5 4 2 14,1:24.83,99.0,2024/01/01,ST,8.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.31,35.03,59.33,1:22.54,,,13.31,21.72,24.30,23.21,nan,nan,,,,,,
1,7.0,WUNDERBAR (H411),J McDonald,J Size,122.0,1201,7,-,3 3 1,1:09.12,5.1,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
2,13.0,KA YING RISING (J062),Z Purton,D A Hayes,118.0,1094,2,NOSE,5 5 2,1:09.12,2.6,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
3,1.0,MUGEN (H338),K Teetan,P C Ng,135.0,1139,5,3-1/2,10 9 3,1:09.68,2.3,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
4,4.0,COLOURFUL EMPEROR (H167),L Hewitson,A S Cruz,123.0,1050,14,4,4 4 4,1:09.77,82.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
5,5.0,PRINCE OF PORTY (H009),B Avdulla,D J Hall,123.0,1163,9,5,7 6 5,1:09.90,13.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
6,14.0,SUPERB KID (H298),K De Melo,K W Lui,117.0,1038,6,5-1/4,8 10 6,1:09.96,110.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
7,3.0,SUPER FORTUNE (G065),M F Poon,A S Cruz,127.0,1223,8,5-3/4,1 1 7,1:10.03,49.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
8,6.0,SUGAR SUGAR (G016),C Y Ho,C Fownes,122.0,1112,13,5-3/4,14 11 8,1:10.04,70.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
9,8.0,JUMBO FORTUNE (G195),M Chadwick,P C Ng,120.0,1304,3,7,9 7 9,1:10.25,26.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
10,2.0,NOT USUAL STAR (G396),E C W Wong,W Y So,120.0,1043,11,7-1/4,11 12 10,1:10.29,94.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
11,10.0,ACE VICTORY (H076),A Hamelin,T P Yung,118.0,1247,10,8,2 2 11,1:10.40,256.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
12,11.0,READY TO WIN (E422),A Badel,F C Lor,118.0,1115,12,8-3/4,13 14 12,1:10.53,108.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
13,12.0,ROBOT MASTER (J107),A Atzeni,P C Ng,118.0,1174,4,14-1/4,12 13 13,1:11.39,167.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
14,9.0,BONUS PAL (H360),K C Leung,P C Ng,120.0,1096,1,14-1/2,6 8 14,1:11.44,174.0,2024/01/01,ST,9.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.89,46.44,1:09.12,,,,23.89,22.55,22.68,nan,nan,nan,,,,,,
1,11.0,FUN TOGETHER (H041),C L Chau,T P Yung,121.0,1154,6,-,2 2 2 1,1:23.00,6.5,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
2,8.0,BEAUTY FIT (E279),A Hamelin,J Size,127.0,1203,2,1/2,7 7 7 2,1:23.10,9.4,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
3,10.0,SWEET BRIAR (H044),L Hewitson,K W Lui,124.0,1097,3,1-1/4,5 6 6 3,1:23.21,9.3,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
4,2.0,AMAZING VICTORY (G123),K C Leung,W Y So,134.0,1047,4,1-1/4,8 10 9 4,1:23.22,31.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
5,5.0,BLUE MARLIN (H078),K Teetan,D J Whyte,131.0,1321,14,2-1/4,10 11 11 5,1:23.36,9.6,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
6,9.0,GREEN N WHITE (H186),Z Purton,P F Yiu,127.0,1138,10,2-1/2,3 4 3 6,1:23.38,2.1,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
7,4.0,CALIFORNIA VOCE (H258),C Y Ho,A S Cruz,132.0,1084,13,2-1/2,13 14 12 7,1:23.39,20.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
8,14.0,CHARITY BINGO (H254),K De Melo,C S Shum,120.0,1054,5,2-1/2,11 9 10 8,1:23.42,78.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
9,3.0,KA YING GENERATION (J075),A Atzeni,P C Ng,133.0,1155,7,3-1/2,12 12 13 9,1:23.56,54.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
10,7.0,SOLID IMPACT (E447),B Avdulla,D J Hall,128.0,1039,8,3-1/2,6 5 5 10,1:23.57,18.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
11,13.0,SETANTA (G095),M Chadwick,D A Hayes,121.0,1209,11,4-1/4,14 13 14 11,1:23.67,34.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
12,1.0,FASHION LEGEND (J080),H Bowman,C Fownes,135.0,1048,9,4-3/4,9 8 8 12,1:23.78,36.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
13,6.0,SUPER WINNER (C341),K H Chan,C H Yip,125.0,1216,12,5-1/4,1 1 1 13,1:23.86,29.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
14,12.0,RATTAN KINGDOM (G035),M F Poon,J Richards,119.0,1141,1,6-3/4,4 3 4 14,1:24.08,36.0,2024/01/01,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.32,35.99,59.64,1:23.00,,,13.32,22.67,23.65,23.36,nan,nan,,,,,,
1,5.0,BEAUTY INFINITY (H377),A Atzeni,J Size,127.0,1149,2,-,4 3 1,1:09.87,2.5,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
2,3.0,KING ECCELLENTE (G264),K Teetan,D J Whyte,128.0,1133,3,3/4,2 2 2,1:10.01,6.7,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
3,6.0,HAPPY FEELING (H443),A Hamelin,J Richards,124.0,1071,1,4,6 6 3,1:10.49,71,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
4,1.0,GOLDEN LONG (H462),M Chadwick,F C Lor,135.0,1099,7,6-1/2,5 5 4,1:10.91,2.7,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
5,4.0,TRIUMPHANT WARRIOR (H430),C L Chau,C S Shum,126.0,1063,6,8-3/4,7 7 5,1:11.29,10,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
6,2.0,SUPER AXIOM (E105),Y L Chung,Y S Tsui,126.0,1272,8,10-1/2,1 1 6,1:11.54,33,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
7,9.0,ACE TALENT (H046),L Hewitson,C Fownes,117.0,1044,4,21-1/2,3 4 7,1:13.30,10,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
8,8.0,SPICY SO SMART (G203),H Bentley,P C Ng,117.0,1094,5,28-3/4,8 8 8,1:14.49,15,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
WV,7.0,LADY BILLIE (H365),A Badel,W K Mo,118.0,---,---,---,---,---,---,2024/01/04,HV,1.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.30,46.14,1:09.87,,,,23.30,22.84,23.73,nan,nan,nan,,,,,,
1,10.0,SHINKANSEN (H277),K Teetan,D J Whyte,116.0,1132,4,-,6 5 1,1:10.16,5.8,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
2,3.0,TRAVEL GOLF (H063),B Avdulla,C H Yip,129.0,1084,2,1-1/4,4 4 2,1:10.34,4.2,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
3,9.0,COLONEL (D090),H T Mo,P F Yiu,114.0,1193,10,1-3/4,1 1 3,1:10.43,6.8,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
4,6.0,HAPPY SOUL (G249),C L Chau,C S Shum,123.0,1081,8,1-3/4,9 9 4,1:10.44,18.0,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
5,2.0,ROYAL PRIDE (E351),C Y Ho,C Fownes,129.0,1078,3,3,8 7 5,1:10.64,10.0,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
6,8.0,MY INTELLIGENT (G031),L Hewitson,W Y So,117.0,1116,1,3-1/4,3 3 6,1:10.68,4.1,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
7,4.0,FLYING PHANTOM (J086),A Badel,J Size,127.0,1037,7,3-1/2,5 6 7,1:10.73,13.0,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
8,1.0,YOUTH POWER (H358),K C Leung,D A Hayes,135.0,1054,5,4-1/2,10 10 8,1:10.87,81.0,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
9,7.0,NEW POWER (H325),A Hamelin,C W Chang,125.0,1110,9,4-3/4,7 8 9,1:10.94,31.0,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
10,5.0,LUCKY SYMPHONY (J089),A Atzeni,J Richards,127.0,1142,6,7-1/2,2 2 10,1:11.37,6.5,2024/01/04,HV,2.0,Class 4,1200M,60-35,GOOD,1.0,"TURF - ""A"" Course",23.91,46.67,1:10.16,,,,23.91,22.76,23.49,nan,nan,nan,,,,,,
1,5.0,CORDYCEPS ONE (E107),C Y Ho,K W Lui,132.0,1113,9,-,3 5 5 1,1:41.54,8.8,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
2,9.0,MEDIC ELITE (G129),A Badel,P C Ng,126.0,1095,7,N,12 12 11 2,1:41.60,5.5,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
3,8.0,ONE HEART ONE (H004),L Hewitson,D A Hayes,127.0,1159,4,3/4,6 8 8 3,1:41.68,3.9,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
4,1.0,BIG TWO (E310),H Bentley,D J Whyte,135.0,1132,11,2-1/2,11 10 10 4,1:41.93,24.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
5,12.0,JOYFUL CHAMPION (G072),M F Poon,C W Chang,116.0,1155,2,2-3/4,4 4 4 5,1:41.97,8.1,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
6,3.0,ASIAN ONE (E400),A Atzeni,J Richards,134.0,1091,10,3,9 7 7 6,1:42.03,17.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
7,10.0,HANG'S CHOICE (E311),K Teetan,W Y So,120.0,1085,6,4-3/4,8 9 9 7,1:42.29,7.5,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
8,2.0,TACTICAL COMMAND (H197),M Chadwick,M Newnham,135.0,1060,5,5,10 11 12 8,1:42.35,39.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
9,4.0,HAPPY HUNK (H101),K C Leung,K L Man,133.0,1221,3,5-3/4,2 3 3 9,1:42.46,50.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
10,6.0,REGENCY HAPPY STAR (H248),Y L Chung,A S Cruz,126.0,1059,12,9,7 1 1 10,1:42.98,8.3,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
11,11.0,MISTER ARM (D491),H T Mo,Y S Tsui,115.0,1048,1,13-1/2,1 2 2 11,1:43.68,18.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
12,7.0,HAPPY JAI JAI (E069),C L Chau,T P Yung,127.0,1110,8,14,5 6 6 12,1:43.76,11.0,2024/01/04,HV,3.0,Class 5,1650M,40-0,GOOD,1.0,"TURF - ""A"" Course",28.17,51.96,1:16.66,1:41.54,,,28.17,23.79,24.70,24.88,nan,nan,,,,,,
1,10.0,SURE JOYFUL (G125),M F Poon,P F Yiu,122.0,1070,8,-,3 3 4 1,1:41.50,6.6,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
2,7.0,WIN WIN FIGHTER (E347),C Y Ho,K W Lui,127.0,1082,1,3/4,6 6 6 2,1:41.61,6.6,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
3,11.0,AMAZING BOY (D513),K C Leung,C W Chang,123.0,1085,2,1-1/4,5 4 3 3,1:41.69,18.0,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
4,3.0,KASA PAPA (G312),C L Chau,T P Yung,129.0,1161,7,1-1/4,10 11 11 4,1:41.70,9.5,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
5,12.0,SUPERB MOVE (G304),Y L Chung,C H Yip,115.0,1122,11,1-1/4,1 2 2 5,1:41.72,21.0,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
6,6.0,NOBLE WIN (H195),A Badel,J Size,127.0,1187,4,1-1/2,4 5 5 6,1:41.76,6.7,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
7,2.0,DRAGON STAR (H128),K Teetan,P C Ng,132.0,1130,5,1-3/4,2 1 1 7,1:41.79,3.9,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
8,1.0,PRINCE ALEX (G307),A Atzeni,D J Whyte,135.0,1081,6,2-3/4,7 7 7 8,1:41.93,8.8,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
9,9.0,STRONGEST BOY (H027),L Hewitson,D A Hayes,125.0,1071,9,3,9 9 10 9,1:41.96,7.9,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
10,8.0,FORTUNE PRESIDENT (G054),M Chadwick,Y S Tsui,126.0,1093,3,4-1/4,8 8 9 10,1:42.19,32.0,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
11,4.0,KILLER INSTINCT (G020),L Ferraris,C Fownes,130.0,1096,10,6-1/4,11 10 12 11,1:42.50,40.0,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
12,5.0,MERCHANT PRINCE (H268),K H Chan,J Richards,124.0,1170,12,6-1/2,12 12 8 12,1:42.53,137.0,2024/01/04,HV,4.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""A"" Course",28.73,52.12,1:16.95,1:41.50,,,28.73,23.39,24.83,24.55,nan,nan,,,,,,
1,12.0,SUPER FAST DRAGON (G456),L Hewitson,J Richards,120.0,1189,11,-,9 9 1,0:57.21,3.8,2024/01/04,HV,5.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",12.73,34.19,57.21,,,,12.73,21.46,23.02,nan,nan,nan,,,,,,
2,10.0,BEAUTY DESTINY (H281),M Chadwick,F C Lor,125.0,1209,1,1,5 4 2,0:57.36,8.1,2024/01/04,HV,5.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",12.73,34.19,57.21,,,,12.73,21.46,23.02,nan,nan,nan,,,,,,
3,9.0,OVERSUBSCRIBED (C361),A Badel,D J Hall,126.0,1195,9,1-1/2,6 6 3,0:57.47,16,2024/01/04,HV,5.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",12.73,34.19,57.21,,,,12.73,21.46,23.02,nan,nan,nan,,,,,,
4,1.0,HARMONY FIRE (E175),H Bentley,D J Whyte,135.0,1111,2,1-3/4,3 2 4,0:57.50,8.4,2024/01/04,HV,5.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",12.73,34.19,57.21,,,,12.73,21.46,23.02,nan,nan,nan,,,,,,
5,11.0,CIRCUIT SEVEN (D474),M F Poon,W K Mo,119.0,1172,6,2-1/2,11 10 5,0:57.62,36,2024/01/04,HV,5.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",12.73,34.19,57.21,,,,12.73,21.46,23.02,nan,nan,nan,,,,,,
