Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
10,6.0,SILVER SPURS (J043),C Y Ho,C Fownes,128.0,1068,6,11-1/4,8 8 10,1:11.73,39,2024/04/17,HV,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.90,46.60,1:09.91,,,,23.90,22.70,23.31,nan,nan,nan,,,,,,
11,5.0,IVICTORIAM (J226),A Hamelin,J Richards,128.0,1126,7,14-1/4,10 11 11,1:12.19,54,2024/04/17,HV,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.90,46.60,1:09.91,,,,23.90,22.70,23.31,nan,nan,nan,,,,,,
WV,8.0,GLORY B (H373),K De Melo,D J Whyte,124.0,---,---,---,---,---,---,2024/04/17,HV,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.90,46.60,1:09.91,,,,23.90,22.70,23.31,nan,nan,nan,,,,,,
1,2.0,SUPERB CAPITALIST (H092),Y L Chung,A S Cruz,130.0,1161,4,-,1 1 1,1:09.83,7.9,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
2 DH,6.0,BEAUTY INFINITY (H377),Z Purton,J Size,130.0,1133,7,4-1/4,2 2 2,1:10.52,2.3,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
2 DH,10.0,KYRUS DRAGON (H396),K Teetan,D J Hall,120.0,1007,5,4-1/4,7 6 2,1:10.52,9.2,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
4,3.0,BRAVE STAR (G268),L Hewitson,K W Lui,134.0,1077,3,6,3 3 4,1:10.78,5.2,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
5,1.0,CAPITAL DELIGHT (H262),C Y Ho,C Fownes,135.0,1175,10,6-1/4,8 8 5,1:10.84,15.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
6,5.0,GOKO WIN (H069),E C W Wong,C H Yip,123.0,1054,8,7-3/4,4 5 6,1:11.09,11.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
7,9.0,HAPPY DAY (G119),B Thompson,J Richards,123.0,1247,2,8-1/2,5 4 7,1:11.18,22.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
8,4.0,EASON (G061),A Badel,F C Lor,134.0,1171,6,12-3/4,6 7 8,1:11.86,57.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
9,8.0,HAPPY FAT CAT (G166),M F Poon,W K Mo,124.0,1088,1,17,9 9 9,1:12.56,10.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
10,7.0,NOT USUAL STAR (G396),C L Chau,W Y So,127.0,1044,9,ML,10 10 10,1:41.39,21.0,2024/04/17,HV,7.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.16,46.52,1:09.83,,,,24.16,22.36,23.31,nan,nan,nan,,,,,,
1,8.0,TURIN WARRIOR (G150),K Teetan,K L Man,125.0,1100,5,-,8 7 7 1,1:41.21,6.3,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
2,3.0,JUMBO LEGEND (G266),C Y Ho,C Fownes,132.0,1088,10,1,12 12 12 2,1:41.36,8.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
3,7.0,SETANTA (G095),L Ferraris,M Newnham,127.0,1181,9,1,11 11 11 3,1:41.38,20.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
4,2.0,COMET SPLENDIDO (G071),E C W Wong,C S Shum,123.0,1190,1,1-3/4,3 3 3 4,1:41.50,7.3,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
5,5.0,PRECISE EXPRESS (D198),K C Leung,P F Yiu,130.0,1037,11,4,7 5 4 5,1:41.85,34.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
6,4.0,GOLDEN DARCI (H470),H Bowman,D J Hall,130.0,1116,4,4-1/2,2 2 2 6,1:41.92,5.1,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
7,12.0,AROMATICA (H437),K De Melo,W Y So,118.0,1165,12,4-1/2,10 10 9 7,1:41.94,118.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
8,11.0,TO INFINITY (G277),H Bentley,J Richards,119.0,1032,2,5-1/2,6 6 5 8,1:42.07,20.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
9,1.0,EXCEL WONGCHOY (J194),A Badel,P C Ng,135.0,1100,6,8-1/2,1 1 1 9,1:42.58,10.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
10,6.0,STRONGEST BOY (H027),Z Purton,D A Hayes,129.0,1064,8,8-3/4,9 9 8 10,1:42.61,4.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
11,10.0,UNITED ENDEAVORS (G030),M L Yeung,W Y So,121.0,1114,7,12-3/4,4 4 6 11,1:43.23,12.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
12,9.0,LOOKING COOL (G151),Y L Chung,F C Lor,116.0,1136,3,13-3/4,5 8 10 12,1:43.40,27.0,2024/04/17,HV,8.0,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.35,52.23,1:16.76,1:41.21,,,28.35,23.88,24.53,24.45,nan,nan,,,,,,
1,11.0,ZOOM BOOM (G131),H Bentley,D J Whyte,121.0,1128,9,-,6 6 3 1,1:40.79,8.5,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
2,4.0,RED HARE KING (H188),M Chadwick,A S Cruz,128.0,1084,4,2,4 4 5 2,1:41.12,3.9,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
3 DH,6.0,GIDDY UP (J020),Z Purton,J Richards,127.0,1120,11,3,12 11 9 3,1:41.27,8.6,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
3 DH,10.0,CAPITAL LEGEND (G333),K De Melo,C Fownes,121.0,1139,6,3,1 1 1 3,1:41.27,10.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
5,12.0,CHARITY BINGO (H254),Y L Chung,C S Shum,115.0,1043,1,3,5 5 7 5,1:41.28,13.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
6,3.0,SAMARKAND (H070),C L Chau,D A Hayes,127.0,1155,12,3-1/2,8 9 6 6,1:41.35,19.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
7,2.0,QUANTUM PATCH (H166),H Bowman,P C Ng,129.0,1124,2,3-3/4,9 8 8 7,1:41.39,5.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
8,1.0,SILVER SONIC (H171),C Y Ho,K W Lui,130.0,1070,8,5,10 10 10 8,1:41.60,22.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
9,7.0,AFFORDABLE (J242),B Thompson,D A Hayes,123.0,1250,3,5-3/4,3 3 4 9,1:41.72,97.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
10,9.0,LUCKY EIGHT (G204),K Teetan,P F Yiu,122.0,1163,7,6,2 2 2 10,1:41.73,15.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
11,8.0,ROMANTIC LAOS (G476),K C Leung,W K Mo,123.0,1146,10,6,11 12 11 11,1:41.77,38.0,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
DNF,5.0,SHOW RESPECT (H138),B Avdulla,M Newnham,128.0,1093,5,---,7 7 12,---,6.2,2024/04/17,HV,9.0,Class 3,1650M,80-60,GOOD,1.0,"TURF - ""C"" Course",28.46,52.82,1:17.42,1:40.79,,,28.46,24.36,24.60,23.37,nan,nan,,,,,,
1,10.0,CHARMING STEED (E494),C Y Ho,C Fownes,124.0,1091,4,-,3 3 3 1,1:39.35,4.2,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
2,13.0,EAGLE RUN (G415),Y L Chung,A S Cruz,110.0,1150,7,2-1/2,2 2 2 2,1:39.75,12.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
3,7.0,ASIAN ONE (E400),H Bowman,J Richards,128.0,1107,2,3-3/4,6 6 5 3,1:39.96,6.1,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
4,14.0,GREEN LASER (E409),M L Yeung,W Y So,115.0,1119,1,5-1/4,9 8 7 4,1:40.18,18.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
5,6.0,M M NEBULA (G279),M Chadwick,P C Ng,129.0,1121,13,5-1/4,12 12 12 5,1:40.18,11.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
6,9.0,CASA LEGEND (G126),M F Poon,C W Chang,122.0,1171,10,7,11 11 13 6,1:40.47,27.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
7,8.0,SUPERB MOVE (G304),E C W Wong,C H Yip,118.0,1101,14,8,8 9 9 7,1:40.61,9.9,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
8,1.0,NOBLE WIN (H195),Z Purton,J Size,135.0,1178,3,8,10 10 8 8,1:40.64,5.6,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
9,12.0,ALL IS READY (G042),L Hewitson,M Newnham,120.0,1217,12,8-1/2,4 4 4 9,1:40.72,36.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
10,4.0,COOL BLUE (H011),K Teetan,F C Lor,134.0,1053,6,12-3/4,7 7 6 10,1:41.41,8.1,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
11,5.0,FORTUNE PRESIDENT (G054),B Avdulla,Y S Tsui,132.0,1063,8,13-3/4,14 14 14 11,1:41.53,38.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
12,11.0,CHIRON (E151),K C Leung,D A Hayes,122.0,1148,11,14-1/2,13 13 11 12,1:41.67,14.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
13,3.0,V LOVE YOU (J048),B Thompson,C S Shum,135.0,1070,9,17-3/4,1 1 1 13,1:42.19,58.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
14,2.0,ROBOT FIGHTER (H309),K De Melo,K L Man,135.0,1115,5,25-1/2,5 5 10 14,1:43.42,92.0,2024/04/20,ST,1.0,Class 5,1650M,40-0,GOOD,1.0,ALL WEATHER TRACK,28.00,51.45,1:16.02,1:39.35,,,28.00,23.45,24.57,23.33,nan,nan,,,,,,
1,12.0,SUNNY DA BEST (J118),K De Melo,W Y So,123.0,1163,6,-,1 1 1 1,1:21.56,6.3,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
2,2.0,SIXTH GENERATION (G120),C Y Ho,J Richards,132.0,1200,7,3,10 7 5 2,1:22.03,6.8,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
3,5.0,WAR OF COURAGE (C483),M Chadwick,K L Man,127.0,1267,2,3-1/4,2 2 2 3,1:22.08,4.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
4,6.0,HAPPY DAILY (E294),Y L Chung,C H Yip,121.0,1072,13,3-1/2,3 3 3 4,1:22.11,9.9,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
5,8.0,SUPER UNICORN (H481),K C Leung,F C Lor,125.0,1100,5,4,12 10 8 5,1:22.20,28.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
6,10.0,INVINCIBLE LUCKY (J119),Z Purton,M Newnham,124.0,1056,4,4,7 6 6 6,1:22.21,3.5,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
7,13.0,VULCANUS (J150),L Hewitson,Y S Tsui,123.0,1162,1,4-3/4,5 5 4 7,1:22.32,77.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
8,4.0,SUGAR BALL (H394),M L Yeung,W K Mo,128.0,1147,14,5-3/4,14 11 12 8,1:22.50,62.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
9,11.0,LINK (J177),K Teetan,D J Whyte,123.0,1127,8,6-1/4,13 12 11 9,1:22.55,21.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
10,14.0,STRATHBARRY (H413),C L Chau,T P Yung,120.0,1171,10,7-1/4,6 13 14 10,1:22.73,21.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
11,1.0,ROBOT MASTER (J107),B Thompson,P C Ng,132.0,1135,11,7-3/4,11 9 9 11,1:22.82,67.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
12,7.0,MATSU VICTOR (H472),M F Poon,K W Lui,123.0,1101,12,8-1/4,8 14 13 12,1:22.87,31.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
13,3.0,SEIZING THE MOMENT (E444),B Avdulla,J Size,131.0,1081,9,9-3/4,9 8 10 13,1:23.13,19.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
14,9.0,WINNING TURN (J163),H Bentley,P F Yiu,125.0,1055,3,10-1/2,4 4 7 14,1:23.23,58.0,2024/04/20,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.59,35.78,58.90,1:21.56,,,13.59,22.19,23.12,22.66,nan,nan,,,,,,
1,4.0,SING DRAGON (J141),K Teetan,M Newnham,129.0,1191,3,-,2 2 1,1:08.58,2.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
2,9.0,MONTA FRUTTA (H455),Y L Chung,A S Cruz,110.0,1132,2,SH,7 3 2,1:08.59,9.5,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
3,8.0,HONG KONG HALL (G315),A Badel,D J Hall,116.0,1202,1,1-1/4,1 1 3,1:08.78,56.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
4,5.0,VICTORY MOMENTS (H142),Z Purton,F C Lor,127.0,1138,7,2-1/4,5 5 4,1:08.92,2.5,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
5,2.0,REWARD SMILE (H256),H Bowman,J Size,135.0,1113,8,3,9 9 5,1:09.04,16.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
6,3.0,MAGNIAC (H141),E C W Wong,J Richards,122.0,1205,4,3,4 4 6,1:09.05,14.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
7,7.0,LIGHTNING BOLT (G130),B Thompson,C S Shum,117.0,1160,9,4-1/2,6 7 7,1:09.28,43.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
8,1.0,APACHE PASS (D433),M F Poon,P C Ng,133.0,1108,5,7,8 8 8,1:09.69,60.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
9,6.0,CAMPIONE (G235),M Chadwick,A S Cruz,118.0,1167,6,12-1/2,3 6 9,1:10.59,25.0,2024/04/20,ST,3.0,Class 3,1200M,85-60,GOOD,1.0,ALL WEATHER TRACK,23.51,45.71,1:08.58,,,,23.51,22.20,22.87,nan,nan,nan,,,,,,
1,6.0,MULTISUPER (G416),L Hewitson,P F Yiu,127.0,1170,11,-,5 2 1,0:55.91,7.7,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
2,5.0,RED ELEGANCE (H241),M Chadwick,D J Whyte,130.0,1134,8,3/4,3 4 2,0:56.04,6.6,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
3,1.0,PRINCE OF PORTY (H009),H Bowman,D J Hall,134.0,1157,4,2-1/4,12 12 3,0:56.26,4.5,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
4,3.0,CHATEAUNEUF (J219),Z Purton,D A Hayes,132.0,1199,3,2-3/4,9 11 4,0:56.33,4.5,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
5,2.0,SUPER COMMANDER (D350),E C W Wong,C H Yip,123.0,1055,14,3-1/4,1 1 5,0:56.41,11.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
6,13.0,PROSECCO (E457),K Teetan,W Y So,121.0,1141,2,3-1/4,13 14 6,0:56.43,8.8,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
7,7.0,CURRAHEE (J204),L Ferraris,W K Mo,126.0,1056,7,3-1/2,7 9 7,0:56.47,83.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
8,8.0,DRACO (J115),C Y Ho,K W Lui,126.0,1205,6,3-3/4,14 10 8,0:56.50,30.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
9,9.0,FLYING PHANTOM (J086),B Avdulla,J Size,124.0,1007,9,5,11 13 9,0:56.72,8.3,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
10,14.0,FANCY STAR (H428),A Badel,C Fownes,120.0,1086,13,5-1/4,4 3 10,0:56.73,136.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
11,10.0,JOLLY COMPANION (H454),H Bentley,K L Man,124.0,1166,5,5-1/4,8 6 11,0:56.76,103.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
12,11.0,SUPER TEN (D362),M L Yeung,C W Chang,123.0,1246,1,6,10 8 12,0:56.85,102.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
