Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
3,10.0,LA CITY BLANCHE (G371),K Teetan,A S Cruz,115.0,1000,1,1-1/2,6 6 6 7 3,1:47.64,8,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,STRAIGHT ARRON (G435),L Hewitson,C Fownes,125.0,1119,7,2-3/4,7 8 8 5 4,1:47.85,8.7,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,MONEY CATCHER (G171),A Badel,F C Lor,135.0,1143,3,3,1 1 1 1 5,1:47.89,15,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,SUPER SUNNY SING (G319),M Chadwick,W Y So,118.0,1096,9,3-1/2,9 7 7 9 6,1:47.95,1.8,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,RUNNING GLORY (G010),Z Purton,J Size,123.0,977,8,4-1/2,8 9 9 8 7,1:48.14,7.6,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.0,TOURBILLON DIAMOND (E054),A Atzeni,M Newnham,119.0,1227,4,4-3/4,4 3 3 3 8,1:48.14,39,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,SENOR TOBA (G103),M L Yeung,C Fownes,128.0,1163,2,7-1/4,5 5 5 6 9,1:48.56,30,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,8.0,NIMBLE NIMBUS (E249),K De Melo,P F Yiu,115.0,---,---,---,---,---,---,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,PINS PRINCE (G013),Z Purton,J Size,131.0,1173,1,-,5 4 4 1,1:22.50,3.1,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,BEATO (H090),Y L Chung,A S Cruz,125.0,1150,5,1-1/2,12 12 11 2,1:22.73,6.2,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,CHILLI BABA (G339),A Atzeni,P F Yiu,129.0,1171,2,1-3/4,9 7 5 3,1:22.77,9.6,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,CIRCUIT NINE (G140),M Chadwick,W K Mo,126.0,1159,9,2,11 11 9 4,1:22.82,18.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9.0,RIVER VIEWS (G212),K Teetan,T P Yung,124.0,1151,7,3-1/4,1 1 1 5,1:23.03,3.9,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,MAXIMIZE HEART (D311),K De Melo,C H Yip,120.0,1051,4,5-3/4,10 10 7 6,1:23.44,15.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,IMPERIAL MAGEE (E460),A Badel,K H Ting,133.0,1173,6,6-1/4,8 9 12 7,1:23.50,22.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,ROBOT FIGHTER (H309),K C Leung,K L Man,127.0,1106,13,6-1/2,13 13 13 8,1:23.54,107.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.0,ALWAYS FLUKE (H252),L Hewitson,K W Lui,131.0,1086,8,7-1/2,2 3 3 9,1:23.70,7.4,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13.0,YOUNG HORIZON (G272),B Avdulla,D A Hayes,121.0,1171,14,7-3/4,4 2 2 10,1:23.75,22.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14.0,DASHING GLORY (G397),H T Mo,Y S Tsui,114.0,1083,3,9-1/2,3 6 6 11,1:24.04,103.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,MERCHANT PRINCE (H268),A Hamelin,J Richards,135.0,1181,10,13-1/2,7 8 10 12,1:24.65,195.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11.0,CYBER PATCH (H158),M F Poon,P C Ng,118.0,1178,12,13-3/4,6 5 8 13,1:24.69,145.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,URBAN TRIUMPH (H200),L Ferraris,W Y So,124.0,1195,11,23-3/4,14 14 14 14,1:26.31,177.0,2023/11/05,ST,8,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.24,34.97,58.89,1:22.50,,,13.24,21.73,23.92,23.61,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,GLOBAL HARMONY (G337),K Teetan,D A Hayes,122.0,1168,4,-,7 6 1,1:09.03,6.2,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,LADY'S CHOICE (H155),Z Purton,C W Chang,120.0,1102,10,N,2 2 2,1:09.07,4.5,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,BEAUTY CRESCENT (H334),Y L Chung,A S Cruz,128.0,1081,7,1-1/4,5 5 3,1:09.22,5.5,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,GOLDEN EMPIRE (E490),L Hewitson,K W Lui,129.0,1099,9,1-1/4,3 3 4,1:09.24,18.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.0,GREENWICH (H328),A Badel,P C Ng,117.0,1224,3,1-3/4,1 1 5,1:09.31,3.2,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,SWIFT ASCEND (H395),K De Melo,D J Whyte,122.0,1060,2,3-3/4,6 7 6,1:09.62,15.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.0,COMPASSION SPIRIT (D167),M L Yeung,K L Man,120.0,1125,8,4,9 9 7,1:09.65,74.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,NORTHERN BEACHES (H266),M Chadwick,W Y So,121.0,1145,11,5,4 4 8,1:09.82,7.8,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.0,SOLID IMPACT (E447),B Avdulla,D J Hall,133.0,1043,12,5-1/4,11 11 9,1:09.85,53.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,ARMOUR EAGLE (G093),A Hamelin,J Richards,130.0,1144,6,8,8 8 10,1:10.31,21.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.0,BEER PALACE (H361),A Atzeni,M Newnham,120.0,1112,1,8-3/4,12 12 11,1:10.41,108.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.0,MASTER STROKE (J036),M F Poon,C H Yip,118.0,1029,5,10-3/4,10 10 12,1:10.77,177.0,2023/11/05,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.95,46.40,1:09.03,,,,23.95,22.45,22.63,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,DROMBEG BANNER (H117),Y L Chung,P C Ng,128.0,1084,10,-,1 1 1 1,1:21.53,18.0,2023/11/05,ST,10,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.01,34.79,57.72,1:21.53,,,13.01,21.78,22.93,23.81,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
