Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
1,3.0,JIANGXI STAMINA (D051),C Y Ho,W Y So,134.0,1224,2,-,9 10 7 1,1:22.42,4.8,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,DAZZLING FELLOW (G058),Z Purton,D J Hall,135.0,1175,6,2-3/4,8 8 8 2,1:22.84,4.3,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13.0,RUN RUN GOOD (D310),K Teetan,K L Man,121.0,1187,4,3-3/4,10 11 12 3,1:23.02,13.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10.0,ONE STEP AHEAD (C242),L Currie,C W Chang,125.0,1015,7,4,12 12 10 4,1:23.05,21.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,EMBARKED (E407),S De Sousa,J Richards,127.0,1095,1,5,6 6 4 5,1:23.23,3.7,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,FOXHUNTER WAY (E296),A Hamelin,K W Lui,123.0,1054,10,5-1/4,7 7 6 6,1:23.28,36.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.0,QUORUM (G005),R Maia,R Gibson,128.0,1262,8,6-1/4,11 9 9 7,1:23.41,28.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.0,BUDDY SPIRIT (G048),H Bentley,C H Yip,124.0,1198,5,7-1/4,13 13 14 8,1:23.58,38.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.0,U W BROTHER (C389),H Bowman,Y S Tsui,128.0,1178,14,9-1/4,3 3 3 9,1:23.91,6.3,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4.0,KARUIZAWA (G293),H N Wong,C S Shum,131.0,966,9,9-1/4,5 4 5 10,1:23.92,197.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,FELIX THE KING (E340),M L Yeung,C W Chang,125.0,1160,11,10-1/4,14 14 13 11,1:24.06,39.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14.0,SURE WINNER (D488),H T Mo,Y S Tsui,113.0,1039,12,12-3/4,1 2 1 12,1:24.45,143.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.0,DIAMOND SOARS (G201),K C Leung,P F Yiu,135.0,1175,3,20-1/4,2 1 2 13,1:25.68,11.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5.0,FORTUNE TURBO (G316),C L Chau,T P Yung,130.0,1160,13,38,4 5 11 14,1:28.50,64.0,2023/01/01,ST,1,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.28,34.36,57.83,1:22.42,,,13.28,21.08,23.47,24.59,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,DIVINE ERA (D507),Z Purton,K H Ting,133.0,1159,3,-,4 3 3 1,1:22.11,2.7,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.0,SMART FOLKS (D343),L Ferraris,C W Chang,124.0,1141,12,4-1/2,1 2 1 2,1:22.84,14,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14.0,FORTUNE MARBO (G177),C L Chau,T P Yung,118.0,1254,1,5-1/2,6 6 4 3,1:22.98,11,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.0,TEAM GOODLUCK (E268),L Currie,W Y So,131.0,1172,2,5-3/4,7 7 7 4,1:23.02,10,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,APEX TOP (D136),K Teetan,A T Millard,124.0,1224,13,6,2 4 5 5,1:23.05,7.7,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,TSUEN WAN GLORY (E403),M L Yeung,K L Man,129.0,1051,8,8,8 9 10 6,1:23.37,40,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,SPICY SKEWER (G202),K C Leung,K L Man,135.0,1034,9,8,5 5 6 7,1:23.38,16,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,COMMON ROOM (E453),M F Poon,C S Shum,129.0,1026,14,10-1/4,14 13 13 8,1:23.77,54,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,HO HO JUNIOR (G127),C Y Ho,D J Hall,134.0,1008,4,10-1/2,9 8 8 9,1:23.78,37,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8.0,SHANGHAI POWER (D097),C Wong,Y S Tsui,125.0,1038,6,13-1/4,3 1 2 10,1:24.21,112,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.0,ERNEST FEELING (E209),Y L Chung,R Gibson,114.0,1211,7,13-1/4,10 10 12 11,1:24.23,8,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13.0,LEISURE AND GOLD (E093),A Hamelin,C H Yip,121.0,1161,10,13-1/4,12 12 9 12,1:24.24,129,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0,LE PLUS VITE (G242),S De Sousa,P C Ng,135.0,1215,5,17-1/4,11 11 11 13,1:24.86,6.1,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.0,THIS IS GUTS (E031),H Bentley,C H Yip,121.0,1105,11,18-3/4,13 14 14 14,1:25.11,33,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,BRAVE POWER (D153),H Bowman,A S Cruz,130.0,---,---,---,---,---,---,2023/01/01,ST,2,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.25,34.93,58.38,1:22.11,,,13.25,21.68,23.45,23.73,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,HAPPY FAT CAT (G166),A Hamelin,P C Ng,120.0,1061,6,-,1 1 1,1:09.33,14.0,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,BRILLIANT LIFE (E396),S De Sousa,C H Yip,127.0,1119,1,1-1/4,3 3 2,1:09.55,6.3,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,BRAVE DREAMS (G156),K Teetan,A S Cruz,129.0,1118,7,1-1/2,8 8 3,1:09.56,3.1,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,VALHALLA (E495),L Ferraris,C Fownes,121.0,1167,4,3-3/4,5 6 4,1:09.92,18.0,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,STAR ASCENSION (G206),Z Purton,D J Hall,135.0,1114,8,3-3/4,2 2 5,1:09.95,5.2,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,SNOWALOT (E397),L Currie,D A Hayes,120.0,1083,10,4-1/2,10 9 6,1:10.04,9.5,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,EVER FORCE (D453),K C Leung,J Richards,120.0,1083,3,5-1/4,4 4 7,1:10.16,20.0,2023/01/01,ST,3,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.68,46.33,1:09.33,,,,23.68,22.65,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
