Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
7,7,SUCCESS ROAD  (T036),C Y Ho,TT,Kept within 2Ls of the leader until final 200M. Unable to find extra over the concluding stages to remain in contention.,2015-01-18,2
8,14,DARK CORE  (S293),K Teetan,H1,Raced behind the pace till 300M. Unable to keep up and faded thereafter.,2015-01-18,2
9,2,MELLIFLUENT  (S059),N Callan,B/TT,Slow out and was ridden along. Checked 800M out and raced behind midfield. 5 to 6Ls off at 400M and unable to quicken final stages.,2015-01-18,2
10,6,RUGBY DIAMOND  (S432),J Moreira,SR,Raced behind the lead. Beginning to lose touch 200M. Took a bad check 150M out and unable to recover.,2015-01-18,2
11,5,FAITHFUL BOY  (T089),Y T Cheng,--,Raced greenly in rear section. Ran on same pace and caught in traffic final stages.,2015-01-18,2
12,9,CHEERFUL FRAME  (S300),A Suborics,--,In rear section throughout. Little response under the stick halfway point. Only ran past beaten runners final stages.,2015-01-18,2
13,4,CODE STAR  (T041),D Whyte,H1/TT1,Niggled along but didn't find much speed. Rear section halfway point and found nothing in the final stages.,2015-01-18,2
14,11,SOLAR SPIRIT  (N216),T H So,H,Raced mostly towards the rear. Unable to quicken when asked and finished last.,2015-01-18,2
1,3,SECRET SHAM  (P174),N Rawiller,H/XB,"Sent forward to take the fence and led at slow sectionals, kept on strongly to score by a neck.",2015-01-18,3
2,1,DUNDONNELL  (S110),D Whyte,H/SR,"Camped handy, travelled 3Ls behind the leader 2 wide with cover, despite not suited by the slow pace, dashed strongly for 2nd, just missed by a neck.",2015-01-18,3
3,5,KABAYAN  (P345),N Callan,CP,"Raced midfield, settled 3.5Ls behind the leader on the fence, harmed by the slow tempo, ran on well for 3rd.",2015-01-18,3
4,4,TOUR DE FORCE  (N297),J Moreira,B,"Rolled forward to settle 1L outside the leader, despite suited by the slow tempo, kept on one pace only to the line.",2015-01-18,3
5,7,GURUS DREAM  (M246),G Mosse,--,"Eased back to rear, settled 7.5Ls behind the leader on the fence, hampered by the slow sectionals, dashed well.",2015-01-18,3
6,6,WONDERFUL MOMENTS  (P346),K Teetan,B,"Pushed to occupy the box seat, despite benefited by the slow pace, kept on until final 100M weakened.",2015-01-18,3
7,8,WHAT YOU DREAM  (P375),K C Leung,H/XB,"At rear, travelled 6Ls behind the leader on the fence, harmed by the slow tempo, ran on fairly.",2015-01-18,3
8,2,PACKING WHIZ  (N120),U Rispoli,H/XB,"Raced midfield, travelled 4Ls behind the leader 2 wide with cover, dropped off 200M. (Bled)",2015-01-18,3
1,5,KIDS AND WIN  (P271),K C Leung,XB/TT,"Speed to lead, headed 1180m & settled 2L 2nd 1 off no cover, nudged along on turn, driven to close 350m, gradual progress to lead 75m & edged clear.",2015-01-18,4
2,8,JUN HAO  (P209),M Guyon,B/TT,"Broke ok, taken back to sit 3 wide with cover behind midfield, ridden 450m & shifted out turning in, closed off centre track to nick 2nd.",2015-01-18,4
3,9,EVERYONE'S CHOICE  (P208),D Whyte,--,"Good start, raced 1 back on rail, driven 400m, switched out 270m, kept on dourly.",2015-01-18,4
4,12,COSMO ONE  (M410),K Teetan,P-/H/B2/SR2,"Sharp start widest, bustled to lead 1180m, 2L clear & to rail 1000m, driven 350m, battled on but headed 75m & tapered.",2015-01-18,4
5,6,OPTIMIZATION STAR  (N179),G Mosse,B,"Moderate start, raced 1 off behind midfield, checked & back to near tail 950m, shifted out turning in, not clear run in stretch, driven 220m, kept on for late inroads.",2015-01-18,4
6,13,TAI PO FORTUNE  (P081),M L Yeung,P-/H/TT,"Snagged back to rail near tail, ridden turning in, closed off gradually down inner without threatening.",2015-01-18,4
7,1,JUN JU  (N291),U Rispoli,B/TT,"Outpaced & rousted early, advanced on rail to sit fore of midfield, over-raced 850m, shaken up & shifted out final turn, boxed on evenly.",2015-01-18,4
8,4,DRAGON  (S018),J Moreira,B/E,"Broke well & raced handy but caught 3 wide no cover, ridden turning in, boxed on until weakened out final 150m.",2015-01-18,4
9,11,SWEET BEAN  (S205),C Y Ho,--,"Slow start & settled wide with cover near tail, under pump 500m, plugged on evenly.",2015-01-18,4
10,10,FORTUNE BRAVO  (N054),C K Tong,B,"Broke well & rousted to sit fore of midfield 1 off with cover, driven 430m, plugged one pace, checked off heels 70m.",2015-01-18,4
11,7,YOUNG HAPPY  (M305),N Callan,B,"Slow start, to rail & advanced to sit midfield at 850m, driven 400m & shifted out, kept on one pace.",2015-01-18,4
12,2,KING ON EARTH  (CL251),H W Lai,SR,"Tardy break & raced at tail, shifted widest into stretch & driven 430m, drifted in 150m, never a factor.",2015-01-18,4
13,14,TRIUMPHANT WAY  (N060),M Demuro,--,"Broke well & sat 3 deep with cover midfield, ridden 500m, found little in tepid run to wire.",2015-01-18,4
14,3,BRIGHT CONCEPT  (S038),Y T Cheng,B,"Smart start, raced midfield 1 off with cover, not clear run at any point in stretch, untested at wire.",2015-01-18,4
1,8,SERGEANT TITANIUM  (S332),J Moreira,B-,"Sharp start, raced 3rd 1 off with cover, edged 3 deep 620m, nudged to advance 500m, driven 400m & led 300m, shifted in but drew clear, tapered late & just held on.",2015-01-18,5
2,5,SUPREME PROFIT  (P230),M Demuro,B/TT,"Slow break, sat back in field 1 off with cover, 5L back & shaken up 400m, stopped in run 260m, driven through gap 200m, rattled to 2nd 50m & closed hard to wire.",2015-01-18,5
3,4,LUCKY DAN  (P275),C K Tong,H,"Good break & bustled to 2nd 1 off ridden to press lead 430m, outpaced & battled on determinedly for 3rd.",2015-01-18,5
4,3,GLORIOUS RYDER  (P279),M Guyon,B/TT,"Broke OK, taken back & raced 4 wide with cover behind midfield, very wide & driven final turn, stayed on without threatening.",2015-01-18,5
5,2,BORN TO WIN  (N386),C Y Ho,TT,"Speed to lead from wide gate, to rail 1330m & 2.5L clear, joined turning in, pressed & shaken up 350m, headed 300m, all out & wilted in run to wire.",2015-01-18,5
6,13,GOLD TALENT  (S113),H W Lai,TT,"Broke well, sat 4th on rail, shifted out turning in, not clear run & switched 250m, raced in close quarters & kept on same speed.",2015-01-18,5
7,6,GIGGLES FOREVER  (N069),B Prebble,B,"Missed start & taken to rail at tail, shifted wide final turn, stayed on centre track for minor headway.",2015-01-18,5
8,11,STREET CAT  (CK037),K C Leung,B/TT,"Outpaced at start, raced last trio, shifted out & driven 430m, kept on for minor late inroads.",2015-01-18,5
9,7,BEAR-POP  (S321),N Rawiller,H/SR/TT,"Broke well, sat midfield 1 off with cover, handy & shaken up 400m, outpaced & plugged on evenly.",2015-01-18,5
10,9,KING OF PATCH  (N421),N Callan,B,"Moderate start, niggled at early, raced 3 deep with cover behind midfield, driven 500m, kept on one pace.",2015-01-18,5
11,14,FORTUNE TERRITORY  (N272),K Teetan,B/TT,"Tardy start & bustled to settle rail midfield, driven 550m, outpaced & plodded home.",2015-01-18,5
12,12,FANTASTICLIFE  (S320),D Whyte,B/TT,"Slow start & camped near tail on outer, ridden 520m, plodded home tamely.",2015-01-18,5
13,10,WINNING PREMIUM  (S115),U Rispoli,B,"Sharp start, snagged back & caught 3 wide no cover fore of midfield, ridden 500m, bottomed out 300m & weakened tamely.",2015-01-18,5
14,1,HEALTH WISE  (P219),O Doleuze,B,"Missed break & near rear, rolled 4 wide no cover to sit midfield, wide advance on turn & driven 530m, emptied 400m & faded weakly.",2015-01-18,5
1,2,DASHING FELLOW  (S284),J Moreira,B,"Pushed forward to hold a prominent spot, 1.5Ls off the good pace 2 wide, ran on strongly 300M to score.",2015-01-18,6
2,13,PENNY LANE  (P021),M Guyon,B/TT,"Hard ridden forward, 2.5Ls off the good pace on the rails, lack room 4-2, closed off strongly when clear, just missed by a neck.",2015-01-18,6
3,9,GRAND CHAMPION  (M319),U Rispoli,B/TT,"Eased back, 8Ls off the good pace 2-3 wide, held up 4-2, progressed steadily when clear.",2015-01-18,6
4,12,O'SOCOOLE  (S032),D Whyte,TT,"Hard ridden forward, 2.5Ls off the good pace 2 wide, just held ground in final stages.",2015-01-18,6
5,14,GOLD PRECIOUS  (P364),C K Tong,P,"Hard ridden to take rail and led by 1.5Ls at good sectionals, hung on until 200M flattened.",2015-01-18,6
6,1,DEMOKLES  (P116),B Prebble,--,"Eased back, 6Ls off the good pace, trapped 3-4 wide, made steady ground 300M.",2015-01-18,6
7,11,SUPER SILKS  (S365),K Teetan,--,"Very slow away, hard ridden to obtain a midfield spot, 4Ls off the good pace on the fence, just held ground in straight.",2015-01-18,6
8,5,RAZOR QUEST  (S146),O Doleuze,H/TT,"Eased at start, took rail at rear, 8Ls off the good pace, switched 3 wide on straightening to make ground, one paced until 200M to progress.",2015-01-18,6
9,3,UNIQUE JOYOUS  (S244),C Y Ho,CP1,"Very slow away, 6Ls off the good pace along the fence, lack room 300M, made minor ground when clear, looking for further.",2015-01-18,6
10,8,NEWSWIRE FREE  (S407),N Callan,--,"Very slow away, at back, 5.5Ls off the good pace, trapped 3-4 wide, made early move 800M, flattened 300M.",2015-01-18,6
11,4,MAZANDARAN  (P408),K C Ng,CP/TT,"Pushed early, settled in midfield, 4Ls off the good pace 2 wide, emptied 250M.",2015-01-18,6
12,6,AMBITIOUS SPEEDY  (T063),H W Lai,--,"Pressed forward, 1.5Ls off the good pace, trapped 3 wide no cover throughout, reduced quickly 350M.",2015-01-18,6
13,10,LUCKY FOLLOW ME  (CL070),K C Leung,B,"Eased back, 6Ls off the good pace 2 wide, race keenly, no progress in straight.",2015-01-18,6
14,7,FISHKING THUNDER  (T084),M Demuro,SR1,"Eased back, never a factor.",2015-01-18,6
1,10,TOP ACT  (P435),M Guyon,V/TT,"Began well, not pushed, settling behind midfield but 3-wide. Switched 4-wide around turn while rolling forward. Hit front 350m, switching in abruptly, before pulling cleat.",2015-01-18,7
2,2,PRESIDENT LINCOLN  (N267),H W Lai,TT,Ridden along but didn't muster and then shifted across behind horses to be last before turn. Taken out turning for home and finished strongly but no match for winner.,2015-01-18,7
3,6,INDUSTRIALIST WAY  (S023),B Prebble,TT,"Fractious in gate, removed, reloaded. Began well, sitting behind pacemakers. Caught flat-footed before turn, recovered and ran on strongly in straight.",2015-01-18,7
4,3,TURBO JEWELLERY  (N379),N Rawiller,B/TT,"Not pushed, settling towards rear but three-wide. Lost position turn, dropping to near last. Blocked for run early in straight but finished off nicely when clear.",2015-01-18,7
4,14,FASTER MORE  (P368),J Moreira,B/XB,"Began OK, taken closer to rail, settling four-back from leader. Improved position turn, but blocked for run until passing 200m. Finished off well.",2015-01-18,7
6,12,CIRCUIT STAR  (N220),M L Yeung,TT,Ridden along to obtain forward position but held three and four wide. Took closer order turning for home but spent force from 300m. One-paced.,2015-01-18,7
7,8,THE SYLPH  (T055),N Callan,SR/H1,"First into stride before easing into box seat behind leader. Steadied and lost ground 800m when outside runner crossed. Steadied from heels 300m, switched out 250m, kept on fairly.",2015-01-18,7
8,4,LEVEL PLAYER  (N323),O Doleuze,TT,"Ridden along early, holding rail position three back from leader. Popped off the fence around turn and lost position. Taken wide in straight but only one-paced.",2015-01-18,7
9,11,SO CAFFE  (S258),G Mosse,B-/TT1,"Shifted across behind runners from wide draw but still held three-wide at the rear. Very wide into straight, made up some ground initially before turning one-paced.",2015-01-18,7
10,5,SYSTEM OVERLOAD  (T115),D Whyte,--,"Crowded start, ridden along, settling four-back, one-off. Crowded and lost position 500m, kept shifting out to find run in straight but only one-paced.",2015-01-18,7
11,7,PHOTON WILLIE  (S199),K C Leung,H/XB/TT,"Shifted across behind runners from wide draw, settling in one-off position at the rear. Stayed close to rail around turn, unable get clear run in straight despite shifting out several times, not properly tested.",2015-01-18,7
12,13,ARCHIPPUS  (P361),K Teetan,H/B2,"Bumped start, ridden to take forward position, unable to find cover and pressed ahead to lead before turn. Caught 400m but kept on to 100m when flattened.",2015-01-18,7
13,9,CRAZY BUDDIES  (S155),M Demuro,B/TT,"Bumped heavily start, ridden along to maintain forward position and caught three-wide without cover. Slid forward around turn to challenge leader entering straight before tiring badly from 200m.",2015-01-18,7
14,1,TRAVEL SUPER  (S310),U Rispoli,SR/TT,"Began fairly, ridden forward to sit 2-back the rail before turn. Took inside run entering straight to look a chance before condition ran out.",2015-01-18,7
1,3,BEAUTY ONLY  (S411),N Callan,TT,"Settled 4Ls off the pace in early and middle stages, 3-wide towards the rear making the home turn, quickened up smartly and forged to command 250M, drew clear for a decisive victory.",2015-01-18,8
2,1,DIVINE CALLING  (S282),J Moreira,B,"Well covered in midfield, never far off 3Ls back, lacked winner's acceleration passing 350M, no impression on winner thereafter but boxed on well to hold 2nd.",2015-01-18,8
3,10,GIANT TREASURE  (T148),D Whyte,SR,"In mid-division, sat 3-wide with cover and never far away from leaders, loomed a strong chance turning in, not finishing pace of winner inside 300M, dueled for 2nd place",2015-01-18,8
4,8,ARPINATI  (S274),U Rispoli,H,"Began only fairly, soon hustled along to obtain a spot just behind leaders, ran on well early straight but turned one pace over final 150M.",2015-01-18,8
5,5,THUNDER FANTASY  (T125),K Teetan,--,"Strolled forward, unable to slot in and was left 3-wide without cover throughout, led briefly early straight, headed 250M, kept on same pace final 200M.",2015-01-18,8
6,9,HELENE HAPPY STAR  (T104),G Mosse,H,"Dropped back to last, well off the pace and detached from main group early stages, got back to it 900M, ran past beaten rivals turning in but never reached leaders.",2015-01-18,8
7,4,GONNA RUN  (T094),M Guyon,--,"Voided of early speed, detached form main group early on, got back to it 900M, picked up only fairly when asked in straight, never reached contention.",2015-01-18,8
8,7,SAVVY NATURE  (T127),N Rawiller,H,"Always in touch behind leaders, soon outdashed by first five passing 350M, lacked further response inside 200M.",2015-01-18,8
9,6,ANTICIPATION  (T198),A Suborics,B1/TT1,"Began only fairly, shaken up early and improved to a midfield position, had little to offer turning in, never in the hunt.",2015-01-18,8
10,11,FLYING MOOCHI  (T116),M Demuro,H/TT-,"Driven along early, moved up to share the lead on the inner, first to be beaten passing 400M, gave ground rapidly.",2015-01-18,8
11,2,GUN PIT  (S183),O Doleuze,B/TT,"Shared lead on the outside, tried to break away 450M, soon headed and weakened.",2015-01-18,8
1,12,THUNDER FLYER  (N132),J Moreira,H/TT,"Began well, ridden along to settle one-out, one-back before turn. Slid forward entering straight, hit from 400m, kept finding to the line despite strong challenge.",2015-01-18,9
2,8,RADIANT BUNNY  (S418),G Mosse,--,"Crowded out start, settling midfield in one-off position. Rolled forward entering straight, threw out strong challenge from 200m, just failed.",2015-01-18,9
3,2,BIG FOUR  (P102),D Whyte,H,"Jumped OK, ridden along patiently between horses towards the rear. Taken out around turn but bumped 400m when looking for run. Finished strongly final 200m.",2015-01-18,9
4,11,ULTIMATE GLORY  (S235),K Teetan,--,"Ridden along to maintain forward position but wide. Crowded at turn and lost position, taken wide entering straight and ran on steadily to be closest at finish.",2015-01-18,9
5,4,GREAT CHARM  (P111),O Doleuze,SR,"Began well, ridden to hold rail position three-back from leader. Popped off fence around turn, rolled forward to look a chance entering straight, kept on until flattened 100m.",2015-01-18,9
6,13,THANKSGIVING  (M350),K C Leung,CP,Pressed forward from wide draw to sit outside leader back stretch and around turn. Looked a chance entering straight but only one-paced final 200m.,2015-01-18,9
7,3,RENAISSANCE ART  (T197),C Y Ho,--,"Outpaced, settling at rear but well away from the fence. Still well back entering straight, ran past tired horses final 200m.",2015-01-18,9
8,5,DIVINE DIYA  (P030),U Rispoli,B,Shifted in from wide draw but still held three wide at rear. Improved position but wide around turn. Bumped 400m but kept on well until 200m when one-paced.,2015-01-18,9
9,6,ADEPTO  (T012),N Rawiller,H,Shifted across behind runners from wide draw to rail and improved position before turn. No run early in straight but only one-paced when clear.,2015-01-18,9
10,1,RED PEONY  (T014),M Guyon,--,"Shifted across behind runners from wide draw and last on settling. Caught up to main field entering straight, switched out wide and ran past beaten horses.",2015-01-18,9
11,10,SHORT SQUEEZE  (S296),M L Yeung,B,"Hard ridden to lead, crossing to rail before turn. Caught soon after entering straight but kept on to 100m before flattened. Had substantial amount of blood in trachea.",2015-01-18,9
12,9,REAL SUPREME  (CL247),A Suborics,B/TT,Ridden along early from good inside draw to take box seat behind leader. Started to give ground shortly after straightening.,2015-01-18,9
13,14,GRAN BOLIVAR  (S165),Y T Cheng,B/H,Ridden along early but caught wide without cover. Rolled forward around turn but was soon running on empty and slipped back gradually.,2015-01-18,9
1,7,GOT FLY  (T048),D Whyte,SR,"Slightly slow out, raced 2 wide in midfield, similar position on turn, angled out near 500M, finished off very strongly in straight and scored by a neck.",2015-01-18,10
2,2,WINNING LEADER  (N268),B Prebble,H,"Jumped well, positioned 2 wide in 5th, 2 to 3 lengths back, same position turning, closed off well in straight to get 2nd, just missed.",2015-01-18,10
3,1,PACKING LLAREGYB  (S109),M Demuro,H/SR/XB,"Began fairly, raced 3-4 lengths back on rail in midfield, saved ground to turn, kept to inside after straightening, finished off well to get 3rd without threatening the first two.",2015-01-18,10
4,11,DYNAMISM  (T188),J Moreira,SR,"Jumped with them, raced 2 wide behind midfield, 5 lengths or so back, steadied near 900M, similar position on turn, taken wide in straight and made good progress to make frame. (Lost left hind plate)",2015-01-18,10
5,10,WILLIE INVICTUS  (S255),U Rispoli,B,"Average to begin, raced 2 wide at rear, 6-7 lengths back, difficult to settle near 1400M, similar position on turn, finished off well in straight to be nearest on line.",2015-01-18,10
6,6,MAJESTIC ANTHEM  (P238),A Suborics,B/TT,"Jumped well, positioned a length behind the leader in 3rd, easy run to turn, finished off evenly in straight without threatening.",2015-01-18,10
7,14,LUCKY FOREVER  (M058),C K Tong,B,"Moderately away from a wide draw, unable to slot in, raced 3 wide behind midfield, no cover after 900M, wider turning in, but still made some headway in straight.",2015-01-18,10
8,8,TABLEAUX  (S072),G Mosse,--,"Began only fairly, got its head up on a number of occasions in the early stages, raced 7-8 lengths back at rear, 3 wide with cover turning, taken widest in straight and made some progress.",2015-01-18,10
9,3,MR GNOCCHI  (P080),M Guyon,B/TT,"Began well from gate 10 but unable to find cover in the early stages, sent forward near 1200M, positioned next to the leader in 2nd, peaked on run near 300M, finished off one-paced thereafter.",2015-01-18,10
10,4,APPROVE  (N299),N Callan,PC-/B2,"Jumped well from a wide draw, sent forward to take the lead, travelled well throughout, headed near 200M, weakened gradually thereafter.",2015-01-18,10
11,13,JOLLY GENE  (T146),K C Ng,H/TT,"Taken back from the widest draw, raced at tail throughout, 8 to 9 lengths back, still well back on turn, only passed a few tired runners in straight.",2015-01-18,10
12,5,ASHKIYR  (P151),N Rawiller,CP,"Began fairly, raced 6 lengths or so back at rear, slightly improved along the rail on turn, made some progress early in straight before checked severely near 200M, eased down.",2015-01-18,10
13,12,FRANCE VALOUR  (S408),M L Yeung,--,"Bumped start, sent forward to race prominently in 2nd in the early stages, got cover on turn, failed to close off in straight and steadied near 250M.",2015-01-18,10
14,9,SICHUAN VIGOUR  (P412),K Teetan,P-/E,"Jumped with them, raced 4-5 lengths back in midfield, travelled keenly in the early and middle stages, similar position on turn, failed to close off in straight. (Blood in trachea)",2015-01-18,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-01-18,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-01-18,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-01-18,13
1,8,LYRIC ACE  (S047),D Whyte,CP-,"Made all from a poor draw, held on well under pressure.",2015-01-21,1
2,5,KING TAI SING  (P175),O Doleuze,--,"Jumped well settling 2-wide 3L back in 4th or 5th to straight, fought on steadily to reach 2nd 100 metres out.",2015-01-21,1
3,10,MR AWARD  (M065),N Callan,B/TT,"Broke well from a low draw settling one back on rails, kept on steadily without quickening in straight, lost 2nd 100 metres out.",2015-01-21,1
4,4,HAPPILY TIME  (S012),U Rispoli,TT,"Jumped moderately from the one draw, settled mainly in 3L 5th on rails in just better than midfield, kept on at the one pace under pressure.",2015-01-21,1
5,2,DANEWIN WINNING  (M405),K C Leung,H/TT,"Pressed on from the widest gate before settling 2-wide in 2L 3rd, similar position turning in, faded gradually after straightening.",2015-01-21,1
6,6,NEW PET  (P280),B Prebble,--,"Began moderately, remained in last few, made modest progress in straight, nearest at finish.",2015-01-21,1
7,9,EAGLE KING  (S058),M L Yeung,H/P/TT,"At rear early, improved steadily along rails to reach rear of midfield at the Rock, kept on same pace under pressure.",2015-01-21,1
8,12,CHINA GOOD  (CL258),H W Lai,--,"Jumped moderately, settled one from last, kept on steadily without quickening in straight.",2015-01-21,1
9,11,GRACYTOM  (CL408),Y T Cheng,B,"In midfield racing keenly at time, ran home one-paced.",2015-01-21,1
10,7,WINNING BOY  (N186),Z Purton,--,"Soon taken back from a wide draw to trail the field, produced no impression in straight.",2015-01-21,1
11,3,FRESH AIR  (CL206),M Guyon,PC-,"Wide in midfield early before dropping back to last few, made no impression in the run home.",2015-01-21,1
12,1,SECRET IDENTITY  (P430),M Demuro,H/B1,"Began awkwardly, raced wide without cover in midfield, gave ground from around home bend.",2015-01-21,1
1,1,GENEROUS BOBO  (S096),Z Purton,TT,Jumped fairly and was urged to take the early lead. Eased to settled behind the pace backstraight. Nicely box-seated around the bend and ran down rival final 50M.,2015-01-21,2
2,3,SNITZEL KID  (CL379),K C Leung,B,Best out and raced in a disputed lead early. Took sole possession of the lead 800M and held advantage into home straight. Kept on well and only headed by winner final 50M.,2015-01-21,2
3,8,SEA RUBY  (S238),J Moreira,H/SR/TT,Among early leaders. Settled behind the pace after 800M. Kept on well after straightening but unable to sustain effort closing stages and settled for a minor placing.,2015-01-21,2
4,5,EXCELLENT FORTUNE  (S252),T H So,H,Raced along the rails and no better than midfield. Crowded and lost a bit of ground 600M. Towards rear turning in and steadily made up ground.,2015-01-21,2
5,11,ALL FRIENDS  (M374),H W Lai,TT,2-wide and no better than midfield. 3-wide under pressure making home turn. Kept on fairly after straightening but unable to turn up a notch closing stages.,2015-01-21,2
6,9,THUNDER DASH  (T133),U Rispoli,--,Among early leaders. Raced along the rails and 2Ls off at the rock. Ran on without quickening in the straight.,2015-01-21,2
7,2,GRIMMY  (P079),M Demuro,--,3-wide and no better than midfield. 4-wide and 3Ls off the lead turning for home. Stayed on same pace in the straight.,2015-01-21,2
8,7,DIAMOND KING  (S347),B Prebble,TT,Jumped well but soon got crowded and raced in rear section. Remained towards the back turning for home. Made a late dash and was closest at finish.,2015-01-21,2
9,6,MI SAVVY  (N138),O Doleuze,B,Jumped awkwardly and raced wide towards the rear. Under pressure 600M out and was widest turning for home. Ran on fairly thereafter.,2015-01-21,2
10,12,OPTIMISM  (S150),N Callan,SR/TT,Raced 2-wide at midfield. Ridden along and was within 3Ls making home turn. Unable to turn up a notch in the straight.,2015-01-21,2
11,4,SUMARAND DRAGON  (P441),M Guyon,--,Hampered on jumping and raced towards the rear. Ridden along rounding home turn. Made up a bit of ground early straight but caught in traffic near 200M. No improvement thereafter.,2015-01-21,2
12,10,HAY GO LUCKY  (T023),Y T Cheng,--,Blew start and raced at the rear. Dropped further behind backstraight and became detached. Never recovered.,2015-01-21,2
1,10,GREAT TOPLIGHT  (T031),B Prebble,TT,"Rolled forward to occupy the box seat, benefited by the slow tempo, ran on well to score by a neck.",2015-01-21,3
2,12,GO-GETTER  (S303),K Teetan,E/P,"Raced midfield, settled 4Ls behind the leader on the fence, despite harmed by the slow pace, ran on well to get 2nd.",2015-01-21,3
3,4,WINNING MASCOT  (CL342),Y T Cheng,--,"Taken back, travelled 7Ls behind the leader 2 - 3 wide with cover, despite hampered by the slow sectionals, stormed home for 3rd.",2015-01-21,3
4,2,FLYING CHAPARRAL  (M245),A Suborics,SR,"Sent forward to take the fence and led by 1L at slow pace, kept on nicely until final 100M headed.",2015-01-21,3
5,5,HEART WOOD  (M378),T H So,B,"Hard ridden forward to park outside the leader, suited by the slow tempo, hung on well until final 80M weakened.",2015-01-21,3
6,1,CHEERS JOY  (N184),D Whyte,H,"Eased back, travelled 6Ls behind the leader 3 wide with cover, despite not suited by the slow sectionals, ran on gradually.",2015-01-21,3
7,6,HEY CHEERS  (P115),C Y Ho,B/TT,"Began awkwardly, then settled 6Ls behind the leader on the fence, despite harmed by the slow tempo, made some ground in straight.",2015-01-21,3
8,7,KITAYA  (S187),C K Tong,--,"Settled worse than midfield about 5Ls behind the leader 2 wide with cover, made some ground in straight despite harmed by the slow pace and checked 200M.",2015-01-21,3
9,8,HEAVENISARACEHORSE  (P398),O Doleuze,--,"Prominent, settled 3Ls behind the leader on the fence, despite suited by the slow tempo, one paced only until final 100M was steadied.",2015-01-21,3
10,11,PLAIN BLUE BANNER  (S070),J Moreira,B,"Raced midfield, settled 4Ls behind the leader 3 wide with cover, harmed by the slow pace, unable to show any dash in straight. (Lame right front)",2015-01-21,3
11,9,SURE PEACE  (S326),N Callan,H/XB/TT,"Camped handy, travelled 2Ls behind the leader 2 wide with cover, despite benefited by the slow sectionals, dropped off soon after straightening.",2015-01-21,3
12,3,HAPPY CHAMPION  (N027),H W Lai,TT,"Raced midfield, settled 3Ls behind the leader 2 wide with cover, not suited by the slow pace, never ran on.",2015-01-21,3
1,1,BRILLANTE  (T037),K C Ng,--,"Speed to grab lead, set tempo on rail & soon scooted 2L clear, bowled along until shaken up turning in, kicked on & won easily.",2015-01-21,4
2,10,GLORY HORSIE  (M273),C Y Ho,B,"Smart break, caught 4 wide no cover & rolled to 3rd 3 wide no cover at 500m, still wide & driven 300m, boxed on & edged to 2nd 120m.",2015-01-21,4
3,8,CALL ME ACHIEVER  (N134),M Guyon,B2,"Fast start, restrained to midfield 3 wide with cover, under pump 500m, hard-ridden 300m, shifted inside & stayed on to take 3rd late.",2015-01-21,4
4,9,WONDERFUL FIGHTER  (S422),N Callan,--,"Smart break, raced 2nd 1 off no cover, nudged along 570m, driven in pursuit final turn, one-paced & tapered to wire.",2015-01-21,4
5,5,PEACE COMBINATION  (T091),Z Purton,--,"Good start, settled back rail midfield, shifted 1 off & driven 300m, kept on evenly.",2015-01-21,4
6,2,KING OF HOUSEHOLD  (P444),O Doleuze,B-/TT2,"Taken back from widest, sat tail of main body, wide home turn & driven, ran on centre track for minor inroads.",2015-01-21,4
7,7,TOP BONUS  (T132),J Moreira,--,"Fast break, raced handy 3 deep no cover, slotted 1 off with cover 600m, under pump 500m, staying on when bumped rival 150m, plugged on.",2015-01-21,4
8,11,HIGHLAND DRAGON  (N265),D Whyte,CP-/B1,"Broke OK, taken back to outer near rear, ridden along 500m, driven wide into stretch, tepid run home.",2015-01-21,4
9,6,SING SING SING  (T072),B Prebble,--,"Sharp start, slotted 1 back on rail 780m, bustled 500m, hard-ridden 300m, no extra & weakening when impeded 150m.",2015-01-21,4
10,12,TRENDIFUL  (S185),M L Yeung,B/TT,"Moderate start, dropped to rail near rear, driven 300m, struggled in run home.",2015-01-21,4
11,3,DOUBLE MASTER  (P105),U Rispoli,B/XB/TT,"Missed break & rousted, mustered to sit midfield 1 off with cover, ridden 400m, found nothing & faded, eased final stages.",2015-01-21,4
12,4,HARMONY STAR  (S333),G Mosse,H/TT,"Missed break, detached last, driven along & soon 5L adrift, never a factor.",2015-01-21,4
1,3,SUPREME FALCON  (P224),N Rawiller,CP,"Speed to lead, headed 1050m, tracked 1 back on rail, shaken up 300m, battled to lead 100m & edged away.",2015-01-21,5
2,8,SECRET COMMAND  (S275),J Moreira,B,"Smart start & bustled, worked to lead 1050m, headed 850m, led again 630m, shaken up final turn, all out & headed 100m, boxed on.",2015-01-21,5
3,10,LET ME DO  (S316),M Guyon,CP/TT,"Sharp break, camped midfield 3 wide with cover, driven 350m, closed to 3rd 100m & kept on.",2015-01-21,5
