Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15
12,5.0,VAMOS (G004),M L Yeung,D A Hayes,124.0,1101,10,9-3/4,5 4 12,1:11.58,18.0,2021/12/18,ST,1,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.80,46.57,1:10.01,,,,23.80,22.77,23.44,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,AUGUST MOON (D409),C L Chau,P O'Sullivan,127.0,1128,2,-,4 5 1,1:10.35,5.1,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,TELECOM MISSILE (D209),K Teetan,C Fownes,123.0,1287,12,1,12 11 2,1:10.51,8.4,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11.0,GOLDEN MISSION (C106),M Chadwick,C W Chang,115.0,1160,5,1-1/2,5 3 3,1:10.58,4.2,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,SUNNY AND GOLD (D177),J Moreira,C H Yip,131.0,1076,10,1-3/4,2 2 4,1:10.62,7.4,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,TAKINGUFURTHER (C131),H N Wong,K H Ting,130.0,1104,8,2-1/2,1 1 5,1:10.74,18.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,SPEEDY DRAGON (B185),H W Lai,K L Man,124.0,1108,6,2-3/4,3 4 6,1:10.77,11.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,SUNNY SMILE (D074),H T Mo,D E Ferraris,111.0,994,1,3,6 8 7,1:10.82,54.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.0,ALLOY STAR (D053),C Y Ho,T P Yung,124.0,1077,7,3-1/2,10 10 8,1:10.92,12.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,ALL THE WAY (D027),K C Leung,L Ho,120.0,1075,4,4,9 12 9,1:10.98,42.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,UNIVERSAL CROWN (D240),K H Chan,D J Whyte,125.0,1085,3,4-3/4,7 7 10,1:11.11,5.5,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.0,AMAZEMENT (D492),V Borges,J Size,132.0,1137,9,6-1/2,8 6 11,1:11.39,17.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,SCENIC SWEETIE (D437),M L Yeung,Y S Tsui,122.0,1079,11,7-3/4,11 9 12,1:11.58,35.0,2021/12/18,ST,2,Class 5,1200M,40-0,GOOD,"TURF - ""C+3"" Course",24.09,46.76,1:10.35,,,,24.09,22.67,23.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,INCREDIBLE (B477),M L Yeung,T P Yung,123.0,1183,5,-,2 2 2 1,1:34.96,6.1,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.0,LIGHT MY DAY (C505),K C Leung,C H Yip,130.0,1260,1,1-3/4,1 1 1 2,1:35.23,5.4,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,PAKISTAN ZINDABAD (D312),L Ferraris,W Y So,123.0,1128,3,3-1/2,5 5 5 3,1:35.50,33.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.0,NOBLE MAN (C412),M Chadwick,K L Man,118.0,1114,6,3-1/2,3 3 3 4,1:35.51,17.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.0,FIGURES TWO (D303),J Moreira,A T Millard,119.0,1242,13,5-1/4,12 12 11 5,1:35.80,4.5,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14.0,RIGHTEOUS WIN (D146),M F Poon,P F Yiu,113.0,1117,12,5-3/4,6 6 8 6,1:35.89,10.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,HEROIC CHAMPION (E292),R Maia,P O'Sullivan,132.0,1094,2,6-1/4,4 4 4 7,1:35.97,67.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,DAILY CHARM (D398),C Y Ho,C S Shum,133.0,1115,11,6-3/4,13 13 14 8,1:36.04,8.5,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.0,WAH MAY LUCK (E086),A Badel,A S Cruz,131.0,1128,10,7-1/2,9 7 6 9,1:36.15,10.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,DIAMOND STAR (D017),V Borges,J Size,119.0,1033,9,7-1/2,10 10 9 10,1:36.17,14.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,SUPER FLAMES (E299),K Teetan,L Ho,122.0,1122,14,7-3/4,14 14 13 11,1:36.21,51.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,JIMMU (C266),C L Chau,Y S Tsui,120.0,1108,7,8-1/4,8 8 10 12,1:36.27,25.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.0,JOY MASTER (B222),K H Chan,D E Ferraris,124.0,1124,4,9-1/2,11 11 7 13,1:36.48,21.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.0,LUCKY MISSILE (C501),A Hamelin,D J Hall,129.0,1129,8,10-1/2,7 9 12 14,1:36.63,16.0,2021/12/18,ST,3,Class 5,1600M,40-0,GOOD,"TURF - ""C+3"" Course",24.45,47.18,1:10.87,1:34.96,,,24.45,22.73,23.69,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,FLYING DRAGON (E360),K C Leung,C H Yip,128.0,1230,5,-,5 6 1,1:08.75,8.9,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 DH,1.0,TRADER (E287),C L Chau,D A Hayes,130.0,1193,2,3/4,6 4 2,1:08.90,13.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 DH,4.0,EVERYONE'S VICTORY (E177),H Bentley,F C Lor,130.0,1113,10,3/4,10 9 2,1:08.90,4.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,WHIZZ KID (E392),J Moreira,A S Cruz,131.0,1141,12,2-1/4,1 1 4,1:09.11,3.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.0,TEAM GOODLUCK (E268),M Chadwick,W Y So,115.0,1180,7,2-1/2,7 8 5,1:09.15,14.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,DESTIN (V417),M L Yeung,P O'Sullivan,115.0,1189,6,5-1/2,12 12 6,1:09.63,43.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,HAPPY TANGO (D075),K Teetan,Y S Tsui,131.0,1252,8,5-3/4,3 2 7,1:09.66,39.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.0,STEEL WIN (E111),C Y Ho,C W Chang,127.0,1149,1,6,9 7 8,1:09.71,7.2,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.0,AQUILA (C248),M F Poon,A T Millard,121.0,1094,9,9,4 5 9,1:10.21,20.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,WINWIN THIRTYTHREE (C110),C Wong,P F Yiu,111.0,1010,4,11,11 11 10,1:10.50,37.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.0,BINGO BINGO (E451),A Badel,C S Shum,126.0,1160,11,13-1/4,2 3 11,1:10.88,9.8,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,HUNKY DORY (E438),R Maia,R Gibson,126.0,1099,3,14-1/2,8 10 12,1:11.09,74.0,2021/12/18,ST,4,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.02,44.64,1:08.75,,,,23.02,21.62,24.11,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,HAPPY DAILY (E294),K Teetan,L Ho,121.0,1059,4,-,7 8 5 1,1:22.10,3.2,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,LEATHER VANGUARD (E491),M L Yeung,T P Yung,125.0,1040,2,N,9 7 7 2,1:22.15,45,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,RUNNING GLORY (G010),J Moreira,J Size,125.0,988,8,1/2,6 5 3 3,1:22.18,3.2,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,VUKAN (E095),M Chadwick,P O'Sullivan,123.0,1236,7,3/4,2 2 1 4,1:22.25,6.2,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,GOOD BUDDY (E097),A Hamelin,D J Hall,132.0,1254,12,3/4,3 1 2 5,1:22.25,11,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
